Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.22,43,5,4,5,T
SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.21,73,4,7.5,4,E10+
UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.21,74,27,7,13,T
MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.21,79,11,6.6,8,E
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.21,40,37,4.7,19,T
The Last Airbender,Wii,2010,Action,THQ,0.21,53,4,6.6,5,T
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.21,61,64,7,34,M
Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.2,36,45,3.7,21,E10+
WRC: FIA World Rally Championship,PS3,2010,Racing,Black Bean Games,0.2,68,24,4.5,4,
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.2,63,33,7.2,19,T
Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.2,57,33,4.8,4,E
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.2,58,52,6.1,24,T
Apache: Air Assault,PS3,2010,Simulation,Activision,0.2,66,17,6.1,12,T
DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.2,63,30,6.4,8,E10+
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.2,76,40,8,24,E10+
No More Heroes: Heroes Paradise,PS3,2010,Action,Konami Digital Entertainment,0.19,72,38,7.3,38,M
Aliens vs Predator,PC,2010,Shooter,Sega,0.19,68,35,7.4,986,M
Dantes Inferno,PSP,2010,Action,Electronic Arts,0.19,70,14,8.1,46,M
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.19,61,26,6.5,8,T
Shrek: Forever After,PS3,2010,Platform,Activision,0.19,57,11,4.5,6,E10+
Supreme Commander 2,PC,2010,Strategy,Square Enix,0.19,77,54,6.2,803,E10+
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.19,43,34,5.3,21,M
Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.19,74,46,8.1,24,T
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.19,73,13,7,6,E10+
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.19,82,6,8.6,37,E
Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.19,74,19,5.3,4,E
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.19,63,25,4.4,309,T
SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.19,74,13,8.3,8,E10+
CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.18,39,5,5.6,13,M
Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.18,38,34,5.6,37,M
The Last Airbender,DS,2010,Action,THQ,0.18,69,6,7,4,E10+
Pure Futbol,X360,2010,Sports,Ubisoft,0.18,38,20,7.9,29,E
World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.18,57,4,8.1,10,E
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.18,51,5,5.3,4,E10+
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.18,83,16,7.7,102,E
Splatterhouse,X360,2010,Action,Namco Bandai Games,0.18,62,51,7.6,60,M
How to Train Your Dragon,PS3,2010,Action,Activision,0.18,51,18,7,6,E10+
Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.18,65,27,7.8,20,T
Trauma Team,Wii,2010,Simulation,Atlus,0.17,82,29,8.8,25,T
The Lord of the Rings: Aragorns Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.17,58,12,6,8,T
MotoGP 09/10,X360,2010,Racing,Capcom,0.17,69,41,5.7,41,E
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.17,42,9,4.8,4,M
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.17,40,11,4.2,5,T
Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.16,42,31,4,17,T
Splatterhouse,PS3,2010,Action,Namco Bandai Games,0.16,59,49,7.7,68,M
Apache: Air Assault,X360,2010,Simulation,Activision,0.16,70,26,6.4,31,T
Create,PS3,2010,Action,Electronic Arts,0.16,61,23,5.2,5,E
Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.16,61,34,5.3,7,T
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0.16,55,23,5.5,267,M
Fist of the North Star: Kens Rage,X360,2010,Action,Ubisoft Annecy,0.16,59,38,7.3,23,M
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,0.15,80,8,8,13,E10+
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,0.15,55,10,6.3,6,E10+
Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.15,57,7,6.3,6,E10+
Darksiders,PC,2010,Action,THQ,0.15,83,18,7.7,609,M
Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.15,43,5,4.2,6,E10+
High Velocity Bowling,PS3,2010,Sports,Sony Computer Entertainment,0.15,66,14,8.1,23,E10+
Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.15,80,25,8.3,57,T
Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.14,56,6,7.2,36,T
Bejeweled 3,PS3,2010,Puzzle,PopCap Games,0.14,76,5,8.2,5,E
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.14,36,10,0.5,4,T
TRINITY: Souls of Zill Oll,PS3,2010,Role-Playing,Ubisoft Annecy,0.14,55,34,6.2,33,T
Bejeweled 3,X360,2010,Puzzle,PopCap Games,0.14,78,13,8.4,11,E
How to Train Your Dragon,X360,2010,Action,Activision,0.14,58,23,7.6,10,E10+
Dead Rising 2,PC,2010,Action,Capcom,0.14,78,17,6.3,213,M
Create,X360,2010,Action,Electronic Arts,0.14,60,19,5.8,10,E
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.13,72,13,7.8,50,M
Venetica,X360,2010,Role-Playing,DTP Entertainment,0.13,42,14,7.3,18,T
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.13,57,22,5,6,T
Just Cause 2,PC,2010,Action,Square Enix,0.12,84,33,7.7,842,M
Gladiator Begins,PSP,2010,Action,PQube,0.12,59,9,8,14,M
Record of Agarest War Zero,PS3,2010,Strategy,Ghostlight,0.12,50,8,6.7,38,T
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.12,74,33,8.7,25,T
Tom Clancys Ghost Recon,Wii,2010,Shooter,Ubisoft,0.12,46,21,6.8,8,T
PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.12,86,27,7.9,32,E
Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.12,33,7,4.3,6,E10+
Venetica,PS3,2010,Role-Playing,DTP Entertainment,0.12,47,14,6.5,6,T
WRC: FIA World Rally Championship,X360,2010,Racing,Black Bean Games,0.12,66,24,6,4,E10+
Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.12,63,16,6.7,15,E10+
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.12,36,20,2.1,17,T
naild,PS3,2010,Racing,Deep Silver,0.12,66,36,6.2,13,E10+
Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.12,74,27,5.8,11,E10+
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.12,68,38,8.7,18,E10+
Lost Horizon,PC,2010,Adventure,Deep Silver,0.11,77,24,7.9,27,T
Blood Drive,X360,2010,Racing,Activision,0.11,40,21,6.5,10,M
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,0.11,82,14,7.8,18,T
Dementium II,DS,2010,Shooter,SouthPeak Games,0.11,75,25,8.3,31,M
Shrek: Forever After,X360,2010,Platform,Activision,0.11,62,22,6.2,9,E10+
John Dalys ProStroke Golf,PS3,2010,Sports,O-Games,0.11,58,23,4.1,8,E
Truth or Lies,X360,2010,Misc,THQ,0.11,28,6,5.2,6,T
Cabelas North American Adventures,X360,2010,Sports,Activision,0.11,51,5,9,4,T
Tom Clancys Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0.11,83,20,5.2,675,M
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.11,54,6,7.4,11,T
Sakura Wars: So Long  My Love,Wii,2010,Role-Playing,Ackkstudios,0.1,75,30,7.3,31,T
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.1,37,5,4.1,33,T
naild,X360,2010,Racing,Deep Silver,0.1,64,49,7.1,16,E10+
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,0.1,65,16,7.3,11,T
Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,0.1,64,15,4.4,40,T
MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.1,56,15,5.5,4,E10+
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.09,64,21,5.2,52,T
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.09,44,30,4.6,34,T
Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.09,37,39,3.8,33,M
Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,0.09,75,10,7.7,7,T
Bejeweled 3,PC,2010,Puzzle,PopCap Games,0.09,82,27,8.1,88,E
Rock Band 3,DS,2010,Misc,MTV Games,0.09,79,8,5.5,6,E10+
Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.09,56,7,8.2,5,T
Emergency 2012,PC,2010,Simulation,Deep Silver,0.08,61,9,6.2,12,T
Legend of the Guardians: The Owls of GaHoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.07,60,13,8,5,E10+
Blood Drive,PS3,2010,Racing,Activision,0.07,47,11,7,5,M
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.07,57,11,6,25,T
Tournament of Legends,Wii,2010,Fighting,Sega,0.06,45,38,6.9,11,T
Blur,PC,2010,Racing,Activision,0.06,81,24,7.4,177,E10+
Create,PC,2010,Action,Electronic Arts,0.06,54,7,6.8,9,E
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.06,74,30,7.2,12,E
F1 2010,PC,2010,Racing,Codemasters,0.05,84,15,6.6,100,E
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,63,13,5.1,48,T
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,49,11,6.6,13,T
Tom Clancys HAWX 2,PC,2010,Action,Ubisoft,0.05,66,12,3.8,47,T
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,50,6,6.5,4,T
DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0.05,77,10,8.6,16,
MorphX,X360,2010,Shooter,505 Games,0.05,33,4,6.6,15,M
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.05,69,20,6.3,4,E
Singularity,PC,2010,Shooter,Mastertronic,0.05,76,36,7.8,327,M
Worms Reloaded,PC,2010,Strategy,Team17 Software,0.05,79,28,6.8,185,E10+
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.05,49,5,6.2,27,E
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.05,48,7,4.8,4,T
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,38,8,1.7,10,T
Split/Second,PC,2010,Racing,Disney Interactive Studios,0.04,79,18,8.2,116,E10+
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,70,10,8.6,7,E10+
Patrician IV,PC,2010,Strategy,Kalypso Media,0.04,66,18,6.5,35,E
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.04,47,5,5.5,6,M
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.03,79,15,7.8,60,E10+
Alpha Protocol,PC,2010,Role-Playing,Sega,0.03,72,25,7.5,511,M
Apache: Air Assault,PC,2010,Simulation,Just Flight,0.03,64,7,7.5,18,T
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0.03,75,16,6.6,220,T
Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,60,5,7.2,5,T
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,59,14,5.8,164,T
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0.03,68,16,5.2,19,T
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0.03,83,14,8.4,52,M
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0.03,72,4,8.3,15,M
Lost Planet 2,PC,2010,Shooter,Capcom,0.03,63,15,6.3,87,T
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0.02,70,17,5.7,39,E
Star Trek Online,PC,2010,Role-Playing,Atari,0.02,66,34,6.2,695,T
Darksiders,PS3,2010,Action,THQ,0.02,82,73,7.9,321,M
James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,63,17,7.1,72,T
Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,0.02,73,13,6.4,75,T
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0.02,56,36,5.4,105,T
Dark Void,PC,2010,Action,Capcom,0.02,57,22,5.1,67,T
Achtung Panzer: Kharkov 1943,PC,2010,Strategy,Mamba Games,0.02,70,6,8.3,20,
The Eye of Judgment: Legends,PSP,2010,Strategy,Sony Computer Entertainment,0.01,69,17,7.9,16,E10+
Burn Zombie Burn!,PC,2010,Shooter,P2 Games,0.01,72,4,4.4,16,M
The Ball,PC,2010,Shooter,Iceberg Interactive,0.01,68,22,6.4,57,M
naild,PC,2010,Racing,Deep Silver,0.01,69,13,7.7,47,E10+
Greed Corp,PC,2010,Strategy,DTP Entertainment,0.01,76,7,7.1,44,E
Dawn of Discovery: Venice,PC,2010,Simulation,Ubisoft,0.01,78,16,8.3,15,T
